IDfg,Season,Name,Age,wOBA_proj,wOBA_proj_lower,wOBA_proj_upper,wOBA_marcel,wOBA_actual_2024,Team,error
18568,2024,Luis Arraez,27,0.3257821377016276,0.2709210933143676,0.37948662826753726,0.3298532247556532,0.323,- - -,0.002782137701627607
18577,2024,Ke'Bryan Hayes,27,0.336008446522837,0.28209105062105044,0.38888358246276983,0.30631193509020443,0.256,PIT,0.080008446522837
18607,2024,Jared Walsh,30,0.3047795859538765,0.24986526352677704,0.3585333487644087,0.30396582638801095,0.289,TEX,0.015779585953876518
18795,2024,Ramon Urias,30,0.2993252979677464,0.2436774778334306,0.35413132110507295,0.3097874383443989,0.325,BAL,0.025674702032253638
18819,2024,Andy Ibanez,31,0.3226220612855579,0.26794299843668673,0.375880037606397,0.30624941245710324,0.287,DET,0.03562206128555795
18821,2024,Jose Azocar,28,0.2822687666275474,0.22756442026607263,0.33608750306099106,0.29980161193479726,0.235,SDP,0.04726876662754742
18839,2024,Josh Naylor,27,0.33424291366331305,0.2790840346811478,0.38787044543311044,0.31943603347134686,0.332,CLE,0.0022429136633130287
18882,2024,Brandon Lowe,29,0.3577103259458071,0.30552739969485376,0.40957479305202343,0.32034576866447195,0.335,TBR,0.022710325945807075
18889,2024,Danny Mendick,30,0.26454857496061085,0.20958974467099908,0.3173498656788634,0.2998235663682344,0.247,CHW,0.017548574960610852
18900,2024,Leody Taveras,25,0.31569573100849063,0.26126942727016944,0.3704877681352087,0.3015628671661762,0.282,TEX,0.03369573100849066
19151,2024,Estevan Florial,26,0.28802551291177175,0.2346122833877268,0.3416186579785591,0.3035310379557389,0.277,CLE,0.011025512911771729
19197,2024,Will Smith,29,0.3509857562972637,0.29612311899477795,0.40465144963897715,0.328490086607791,0.326,LAD,0.024985756297263684
19198,2024,Yuli Gurriel,40,0.3121507515792685,0.26394738806170587,0.3606772773710439,0.3071467145255101,0.289,KCR,0.023150751579268547
19238,2024,Lourdes Gurriel Jr.,30,0.3574531519979007,0.30533970895446677,0.40872933078897566,0.31733375066039426,0.327,ARI,0.030453151997900663
19251,2024,Pete Alonso,29,0.34334358220748873,0.28888802857093876,0.3972119691845776,0.3342653169369302,0.34,NYM,0.0033435822074887045
19252,2024,Cavan Biggio,29,0.32386382319162343,0.26969148684492755,0.37729324666410263,0.3057818939594482,0.285,- - -,0.03886382319162346
19260,2024,Jake Fraley,29,0.31811359065221273,0.26265594890251404,0.3720031150733755,0.3169584365405092,0.314,CIN,0.004113590652212729
19262,2024,Garrett Hampson,29,0.29110167049930746,0.23732115345983937,0.3442551015537952,0.3005788930649036,0.255,KCR,0.03610167049930746
19287,2024,Adolis Garcia,31,0.3716574356367274,0.3170796317513658,0.42531288376260307,0.3208951601521859,0.296,TEX,0.07565743563672739
19290,2024,Randy Arozarena,29,0.3544283394113968,0.2994435971888565,0.4086057171026399,0.3264888898349977,0.32,- - -,0.03442833941139678
19293,2024,Nick Senzel,29,0.3066634488302198,0.2519351559096385,0.3607756213646399,0.29782779940970683,0.273,- - -,0.033663448830219767
19296,2024,Alex Call,29,0.29618666151954187,0.24140618307086806,0.3496267654713592,0.30034368092290226,0.412,WSN,0.1158133384804581
19318,2024,Matt Thaiss,29,0.3076221451093131,0.2532829818364017,0.3613620078821625,0.30189022914589103,0.286,LAA,0.02162214510931315
19326,2024,Bryan Reynolds,29,0.33005155998429064,0.27574193730410634,0.3832826586101057,0.33180826136782016,0.343,PIT,0.012948440015709384
19339,2024,Nicky Lopez,29,0.2567117882806973,0.20227244849378942,0.30958887005752805,0.29654622281100684,0.275,CHW,0.018288211719302727
19352,2024,Sean Murphy,29,0.358166869007679,0.3029769115302643,0.41210142403157957,0.321556850286209,0.281,ATL,0.077166869007679
19354,2024,Luke Raley,29,0.33768483135854455,0.2826662366845296,0.3910326796221705,0.31216498092912626,0.339,SEA,0.0013151686414554775
19363,2024,Austin Hays,28,0.3790586856322188,0.32718369609927783,0.42963198596778385,0.3146865580113086,0.303,- - -,0.07605868563221879
19392,2024,Zach McKinstry,29,0.29873586043497524,0.2443552488644078,0.3517811850083679,0.29765780511559015,0.27,DET,0.028735860434975224
19452,2024,Jake Rogers,29,0.331736394062238,0.27666592677438573,0.38525307108859375,0.304036345429466,0.264,DET,0.06773639406223797
19455,2024,Andruw Monasterio,27,0.32482195752474646,0.27019234788189156,0.3783117713508574,0.3038728708696781,0.266,MIL,0.05882195752474645
19470,2024,Tommy Edman,29,0.3153955372425393,0.2603990533300615,0.36906512610768905,0.3067405148983392,0.307,LAD,0.00839553724253933
19514,2024,Andrew Knizner,29,0.3106476462319175,0.2560447667619824,0.3645257383567064,0.2966421572102187,0.174,TEX,0.1366476462319175
19522,2024,TJ Friedl,28,0.30584350629963114,0.2504159022521242,0.3603397779362698,0.3185523681205636,0.305,CIN,8.435062996311471e-4
19556,2024,Yordan Alvarez,27,0.41075515828452425,0.3560737247322584,0.4649437424855278,0.35787884487022603,0.402,HOU,0.008755158284524223
19562,2024,Zack Short,29,0.3123087013460507,0.25800490040914786,0.36556008917204136,0.2947851024197659,0.228,- - -,0.0843087013460507
19566,2024,Nathaniel Lowe,28,0.34159994770748087,0.28719729093261165,0.3949274437564453,0.32941814085049237,0.337,TEX,0.004599947707480845
19599,2024,Chas McCormick,29,0.3390433540516182,0.2847445750153206,0.3923929120766364,0.3213872380095647,0.257,HOU,0.08204335405161817
19600,2024,Bryan De La Cruz,27,0.3319956516733039,0.2781500644980079,0.3854475244796339,0.3085372646574356,0.283,- - -,0.04899565167330394
19610,2024,Keibert Ruiz,25,0.31939646208315925,0.2646399297653754,0.3730374498242633,0.30539621678444895,0.268,WSN,0.05139646208315923
19611,2024,Vladimir Guerrero Jr.,25,0.35591900138543064,0.30094141319483936,0.40979984419111143,0.3387775059199247,0.398,TOR,0.042080998614569376
19612,2024,Bo Bichette,26,0.3476214682014294,0.2932460795182719,0.40121677094826586,0.33010844886986757,0.264,TOR,0.0836214682014294
19627,2024,Brent Rooker,29,0.34828118152923926,0.2937498227735132,0.4015482586254234,0.3149051131728976,0.392,OAK,0.043718818470760756
19698,2024,Edward Olivares,28,0.32102637342748136,0.2661081799124776,0.3751003521239354,0.31071008862410854,0.276,PIT,0.045026373427481337
19709,2024,Fernando Tatis Jr.,25,0.36012415330315933,0.30516752274955905,0.4143763325284015,0.3339151301810276,0.359,SDP,0.0011241533031593476
19734,2024,Josh Rojas,30,0.28938995618574737,0.23464587762331024,0.3430732255064049,0.3083973795873038,0.286,SEA,0.0033899561857473892
19755,2024,Shohei Ohtani,29,0.3887218525269875,0.33721103759232507,0.4394209260121021,0.3582198928073802,0.431,LAD,0.042278147473012506
19779,2024,Dairon Blanco,31,0.2908206394402825,0.23647590129389096,0.3446713320405219,0.3066869723006506,0.306,KCR,0.01517936055971747
19818,2024,Joshua Palacios,28,0.30642305891553273,0.25246612147425546,0.3599857756811732,0.30317871917713485,0.307,PIT,5.76941084467264e-4
19858,2024,Luis Rengifo,27,0.32211183805624793,0.26668742140337964,0.37573255622708207,0.30988939765054135,0.335,LAA,0.012888161943752086
19864,2024,Riley Adams,28,0.3352476361495821,0.28049355359504713,0.388875023683963,0.3051658442900396,0.275,WSN,0.06024763614958206
19890,2024,Emmanuel Rivera,28,0.3200711226463803,0.26567034474240386,0.3735816282817041,0.3026789766461113,0.291,- - -,0.029071122646380343
19892,2024,Pavin Smith,28,0.3204422449973794,0.2658300646195225,0.37336013693587744,0.3040791614549426,0.377,ARI,0.05655775500262061
19896,2024,Connor Wong,28,0.3178089053741906,0.2641150118436036,0.3713700611004497,0.30071238699437963,0.33,BOS,0.012191094625809418
19901,2024,Gavin Sheets,28,0.30209918153089893,0.24678753485337104,0.3556976591570342,0.3000681682663914,0.291,CHW,0.01109918153089895
19913,2024,Jesus Sanchez,26,0.3323498505985889,0.2770855286199073,0.3864321232879193,0.31172798758048725,0.317,MIA,0.015349850598588899
19918,2024,Daulton Varsho,27,0.32069427174342796,0.26630589790699327,0.37397098666479606,0.3065400486145181,0.304,TOR,0.01669427174342797
19921,2024,Blake Perkins,27,0.2912485594980126,0.23703358366258476,0.3437621613278383,0.3041386454607109,0.288,MIL,0.0032485594980126153
19948,2024,Cristian Pache,25,0.29853600784848244,0.24391064675120955,0.35170539824691344,0.2884860609378261,0.25,- - -,0.04853600784848244
19950,2024,Andres Gimenez,25,0.3010400672706301,0.24638215538365907,0.3553503718173013,0.3148079253694016,0.281,CLE,0.02004006727063007
19953,2024,Josh Lowe,26,0.3235356474218175,0.2686176547162718,0.37758933690890206,0.3141191787609158,0.299,TBR,0.02453564742181752
19956,2024,Mickey Moniak,26,0.3542272071156679,0.30020873760580097,0.4080024332115267,0.3064115728396655,0.281,LAA,0.07322720711566788
19966,2024,Bobby Dalbec,29,0.38951923132635724,0.33386189289850554,0.4432620576042158,0.30459095841676376,0.194,BOS,0.19551923132635723
19997,2024,Santiago Espinal,29,0.29160288001759493,0.2364036199325048,0.3447312359490258,0.3048968517495073,0.285,CIN,0.006602880017594959
20017,2024,Miles Mastrobuoni,28,0.33385422959986316,0.27940345130909355,0.387258489031775,0.30162174689415755,0.214,CHC,0.11985422959986317
20036,2024,Isaac Paredes,25,0.34490505779490965,0.29038416043535986,0.3981208720668538,0.3206428805131878,0.327,- - -,0.01790505779490964
20043,2024,Luis Robert Jr.,26,0.3487282797558391,0.293781905387385,0.40200849717362697,0.3275971073809242,0.285,CHW,0.06372827975583911
20056,2024,Alan Trejo,28,0.30237370114702145,0.24805708922444095,0.3560461929676587,0.30164128081305325,0.152,COL,0.15037370114702145
20123,2024,Juan Soto,25,0.3909250658251106,0.33937949598393896,0.44210166360731445,0.3563012196654024,0.421,NYY,0.03007493417488938
20126,2024,Dylan Carlson,25,0.31173489396314213,0.2567702964639419,0.36518138839318875,0.30875454207436104,0.257,- - -,0.05473489396314213
20178,2024,Miguel Vargas,24,0.3094547589347563,0.255336544292911,0.36181389791872776,0.30270468992708743,0.233,- - -,0.07645475893475631
20202,2024,Brandon Marsh,26,0.3264516485828043,0.27144768932019314,0.3802174503781028,0.3136098364355446,0.326,PHI,4.51648582804276e-4
20220,2024,Jo Adell,25,0.29525600831911897,0.24127697553685812,0.34838754654635445,0.3000579454624124,0.296,LAA,7.439916808810176e-4
20287,2024,Ben Rortvedt,26,0.27976874186236506,0.22522083630846973,0.3336051719960813,0.295687275952325,0.283,TBR,0.003231258137634918
20308,2024,Jake Meyers,28,0.305357797674876,0.25057690290735335,0.35960024481373876,0.3009754656979273,0.285,HOU,0.020357797674876
20311,2024,Corey Julks,28,0.3084232625245428,0.2539564203540981,0.3613054248647599,0.3010297644698112,0.26,CHW,0.048423262524542765
20321,2024,Stuart Fairchild,28,0.297306421250986,0.24316642902786267,0.35051656648583296,0.3076877987096409,0.288,CIN,0.009306421250986019
20325,2024,Alex Kirilloff,26,0.3346209426053453,0.2801323030261511,0.3878069551268284,0.31001153929438385,0.282,MIN,0.05262094260534533
20352,2024,Ernie Clement,28,0.2849414090427288,0.23060931466575255,0.3384968099214207,0.295643082077308,0.297,TOR,0.012058590957271187
20391,2024,Luis Garcia Jr.,24,0.30010409246117,0.24471205670679308,0.3532514971232699,0.3016015845735181,0.328,WSN,0.027895907538830034
20437,2024,Royce Lewis,25,0.33453682504782656,0.27980174854095646,0.3883563686509737,0.3164613344614524,0.317,MIN,0.017536825047826554
20454,2024,Jazz Chisholm Jr.,26,0.32558915399564015,0.2712406313059469,0.37899265198599086,0.3150145851702817,0.327,- - -,0.001410846004359867
20503,2024,William Contreras,26,0.3286985392190804,0.27421158002654217,0.38240981730977763,0.32650288825365303,0.359,MIL,0.03030146078091961
20521,2024,Nick Madrigal,27,0.2688944203782915,0.21427185193186105,0.32262220557079413,0.3010820873090429,0.245,CHC,0.02389442037829148
20529,2024,Nolan Jones,26,0.37152579193920915,0.3172518411655596,0.42508831580582196,0.32376715540278733,0.287,COL,0.08452579193920917
20536,2024,Vidal Brujan,26,0.244075714528307,0.18862251409562641,0.29782757452284686,0.2916179144364226,0.276,MIA,0.031924285471693015
20538,2024,Jose Miranda,26,0.29784455881069793,0.2433308319915826,0.35135269355309307,0.3051570599698351,0.328,MIN,0.03015544118930208
20543,2024,Elehuris Montero,25,0.3565849970506099,0.3028763576239728,0.40998849411766675,0.30445339113150616,0.254,COL,0.10258499705060992
20572,2024,Kody Clemens,28,0.30181400734327285,0.2471237449414111,0.35573678450707213,0.29681463401242564,0.301,PHI,8.140073432728601e-4
21078,2024,Trey Cabbage,27,0.31041800419711224,0.25516317969624636,0.3654717569261553,0.3018812728974716,0.258,HOU,0.052418004197112233
21454,2024,Lars Nootbaar,26,0.33445501942991107,0.27962018667105526,0.38815430951421664,0.3186942783840069,0.331,STL,0.003455019429911055
21479,2024,Nico Hoerner,27,0.286867830218447,0.2328229414742105,0.3400239504342202,0.3127431184973836,0.313,CHC,0.026132169781553027
21501,2024,Trevor Larnach,27,0.38112699188606675,0.32574171721587575,0.43551467621793105,0.3053042753806964,0.336,MIN,0.045126991886066725
21523,2024,Jonathan India,27,0.3393786868927528,0.28499066999538775,0.3916262645523154,0.3197271128817569,0.333,CIN,0.006378686892752783
21524,2024,Joey Bart,27,0.27852569069699457,0.22414120284761482,0.33248302875103786,0.2974475379294435,0.347,PIT,0.06847430930300541
21534,2024,Cal Raleigh,27,0.34265571222860525,0.28758834046092574,0.39641775823679726,0.31052510906460773,0.323,SEA,0.019655712228605238
21538,2024,Nick Fortes,27,0.3081046245856377,0.25358043402508457,0.3619263042078274,0.29552897912236387,0.252,MIA,0.0561046245856377
21558,2024,Matt Vierling,27,0.31613271618431754,0.2619056475459529,0.36979880045745117,0.30543588529294424,0.317,DET,8.672838156824625e-4
21562,2024,Romy Gonzalez,27,0.2690487346981418,0.21461048687006123,0.3221325882914383,0.29813227571260725,0.311,BOS,0.04195126530185822
21614,2024,Kyle Isbel,27,0.32297040480888817,0.2683100516836619,0.37663519594061107,0.297368872953725,0.286,KCR,0.03697040480888819
21618,2024,Alec Bohm,27,0.3189587070722304,0.2647085630407339,0.3728400513894759,0.30933576011147684,0.335,PHI,0.016041292927769624
21622,2024,Jake McCarthy,26,0.2720847396615958,0.21736403744927627,0.3255817157914176,0.30682733105063464,0.329,ARI,0.05691526033840422
21636,2024,Jeremy Pena,26,0.3044081469403884,0.2490861157342318,0.35867434016437794,0.3066221209905591,0.305,HOU,5.91853059611569e-4
21693,2024,Miguel Amaya,25,0.3081421559517051,0.2534025720973446,0.3612271179606221,0.3048063168046291,0.283,CHC,0.025142155951705103
21707,2024,Oswaldo Cabrera,25,0.29278180853695285,0.2379785862931442,0.34669121690516375,0.29702426471144017,0.29,NYY,0.0027818085369528678
21716,2024,Enmanuel Valdez,25,0.3105726467218172,0.2562791820729028,0.3636725836311454,0.3064107099020411,0.275,BOS,0.0355726467218172
21746,2024,Jose Fermin,25,0.28353961313644377,0.228899120763052,0.3368611443696023,0.30335698951214973,0.207,STL,0.07653961313644378
21780,2024,Esteury Ruiz,25,0.24848596039868454,0.194136440376605,0.30193791591298547,0.300715703870038,0.281,OAK,0.03251403960131549
21837,2024,Jonathan Aranda,26,0.304990178825364,0.2505321477453714,0.35847584782270236,0.30295956853577105,0.32,TBR,0.015009821174636007
21840,2024,Freddy Fermin,29,0.33349045953695816,0.2787878322530041,0.3871056846028591,0.308158075290182,0.3,KCR,0.03349045953695817
21853,2024,Will Benson,26,0.3494601957016043,0.2952513682920757,0.40255669094358515,0.3134392860159968,0.285,CIN,0.06446019570160433
21865,2024,Bo Naylor,24,0.30410649862494726,0.250078851115188,0.3578910159352358,0.309947549496223,0.269,CLE,0.03510649862494725
21897,2024,Christopher Morel,25,0.36974084756037434,0.3149820676349118,0.42322510419029497,0.315759442977446,0.28,- - -,0.08974084756037431
22054,2024,Dane Myers,28,0.36670066536432677,0.31262002189082383,0.420832516333619,0.303095070463991,0.335,MIA,0.03170066536432675
22168,2024,Akil Baddoo,25,0.29949214246878264,0.24511403766187018,0.35308967769693533,0.3023875707773782,0.23,DET,0.06949214246878263
22184,2024,Mark Vientos,24,0.34168377862327315,0.2867468705797564,0.3953522165863826,0.2992557764734367,0.356,NYM,0.014316221376726834
22186,2024,Brice Turang,24,0.28167114365516566,0.22681335788910323,0.3352695915980895,0.2945458216778572,0.294,MIL,0.012328856344834327
22197,2024,MJ Melendez,25,0.3665459971055381,0.3120561444283695,0.4202131452951639,0.30673720054190656,0.292,KCR,0.07454599710553811
22217,2024,Luis Campusano,25,0.3204446627420576,0.26630595165519144,0.37364849484245133,0.31047506608629977,0.282,SDP,0.0384446627420576
22244,2024,Jack Suwinski,25,0.344311971905683,0.28971243933427865,0.3977939703279598,0.3140559049799304,0.26,PIT,0.08431197190568301
22263,2024,Nolan Gorman,24,0.3550580917182904,0.30083352323986867,0.40819350496646023,0.31469756513536945,0.29,STL,0.06505809171829041
22266,2024,Xavier Edwards,24,0.26223233751203684,0.20738207124238128,0.3158379313432532,0.30377478575029404,0.359,MIA,0.09676766248796315
22275,2024,Jake Burger,28,0.3526308153539011,0.29824922149896116,0.4056801898699659,0.31728912378179364,0.325,MIA,0.027630815353901106
22277,2024,Nick Allen,25,0.2600787209484406,0.20549155459862745,0.31407594785499504,0.28625255713617903,0.207,OAK,0.0530787209484406
22458,2024,Taylor Walls,27,0.28195308567525024,0.2273899483316263,0.33588549619284996,0.2907171688244432,0.245,TBR,0.03695308567525024
22514,2024,Triston Casas,24,0.35844383989563255,0.3052780636091451,0.4110400799702406,0.3212650455035066,0.342,BOS,0.016443839895632528
22515,2024,Heliot Ramos,24,0.28453757814148245,0.23028739185444852,0.3375353165336269,0.301640551684914,0.339,SFG,0.05446242185851757
22532,2024,Tyler Freeman,25,0.26888528973037457,0.21423041398843765,0.32237089078704567,0.30152708316517046,0.283,CLE,0.014114710269625408
22542,2024,Lawrence Butler,23,0.3112420866140013,0.2569118535763583,0.36486330348993956,0.30004804212919933,0.345,OAK,0.03375791338599865
22558,2024,Jarred Kelenic,24,0.31552481701215107,0.26131223006786536,0.3691858660109178,0.2990710688310154,0.294,ATL,0.021524817012151087
22563,2024,Gabriel Arias,24,0.31398719271761777,0.25992181832212025,0.36797731103443376,0.2987360759142137,0.263,CLE,0.05098719271761776
22581,2024,Alejandro Kirk,25,0.31201690836813706,0.25777705126715106,0.36522133138258506,0.31458037669553984,0.297,TOR,0.015016908368137072
22664,2024,Gabriel Moreno,24,0.30767902924918,0.253516434634711,0.3609991793148298,0.30910630082896917,0.325,ARI,0.01732097075082001
22715,2024,Maikel Garcia,24,0.3341713910364764,0.2798235919918613,0.3882523519336623,0.3029202285997349,0.27,KCR,0.0641713910364764
22799,2024,Geraldo Perdomo,24,0.29045642764477675,0.23660574994402006,0.34376682066321956,0.2983785731294889,0.317,ARI,0.026543572355223255
22896,2024,Lenyn Sosa,24,0.33089180473276913,0.2758933254544328,0.3844256115765218,0.29772400515748104,0.28,CHW,0.05089180473276911
23003,2024,Yainer Diaz,25,0.3531171997081856,0.297618882094383,0.4071124363601415,0.3142553333129813,0.329,HOU,0.0241171997081856
23312,2024,Ryan Noda,28,0.35365466759731923,0.2988087712967822,0.4074696924503492,0.3136287020694064,0.223,OAK,0.13065466759731922
23359,2024,Nelson Velazquez,25,0.3281231529031428,0.2739661155524143,0.38120635149837573,0.3098511546008128,0.28,KCR,0.048123152903142785
23401,2024,Jose Caballero,27,0.28096546838694686,0.22550898750406467,0.33492677178254254,0.30438160709464374,0.277,TBR,0.0039654683869468355
23565,2024,Davis Schneider,25,0.3644838041727459,0.3094995708346134,0.4185712533632465,0.3145540893531175,0.277,TOR,0.08748380417274587
23690,2024,Brayan Rocchio,23,0.27518334937959743,0.2205729108718556,0.3290012390144523,0.3020285375967628,0.276,CLE,8.166506204025925e-4
23697,2024,Julio Rodriguez,23,0.35331726034471467,0.2982330493977029,0.4076219000678571,0.32725655889091765,0.321,SEA,0.03231726034471466
23733,2024,Ezequiel Duran,25,0.33503699295387496,0.28072816855011345,0.3889733106082431,0.30792813843092554,0.27,TEX,0.06503699295387494
23772,2024,Wilyer Abreu,25,0.36129594433760326,0.30628954827680255,0.41452575376767,0.3080594704280541,0.336,BOS,0.025295944337603238
23792,2024,Alek Thomas,24,0.318910387480466,0.2647912114631442,0.3721498939766395,0.29408498102943215,0.262,ARI,0.05691038748046601
23800,2024,Parker Meadows,24,0.3339462149486024,0.2800189170076773,0.3875169895670914,0.3045952952148728,0.321,DET,0.012946214948602375
23818,2024,Ji Hwan Bae,24,0.2514448782137717,0.19699253090309474,0.3049037285812176,0.2978681243337605,0.213,PIT,0.03844487821377171
23986,2024,Curtis Mead,23,0.28424799949518864,0.22984732089408394,0.3376856160804115,0.3041352139626041,0.255,TBR,0.029247999495188637
24064,2024,Ezequiel Tovar,22,0.32275954268053947,0.2674177757991053,0.37653272542932026,0.3024440948597947,0.324,COL,0.0012404573194605417
24262,2024,Ceddanne Rafaela,23,0.261348028516644,0.20620435475635193,0.3148728280448787,0.3032990941651767,0.286,BOS,0.02465197148335596
24336,2024,Johan Rojas,23,0.2950592733161647,0.24058727963176127,0.348884600815722,0.3072952287430684,0.265,PHI,0.030059273316164703
24589,2024,Richie Palacios,27,0.296846750909385,0.24167283837804257,0.35127566264397475,0.3040736840230974,0.303,TBR,0.006153249090614987
24610,2024,Steven Kwan,26,0.26355591822637536,0.2088430330112059,0.3172563234673377,0.31393661010040824,0.349,CLE,0.08544408177362461
24617,2024,Jarren Duran,27,0.335495148702934,0.28034219284466894,0.38931172543731957,0.30976943749515373,0.357,BOS,0.021504851297065974
24618,2024,Ryan Jeffers,27,0.3312178404349174,0.27653540870676835,0.384270260634367,0.3124901429869973,0.317,MIN,0.014217840434917417
24679,2024,Brendan Donovan,27,0.33912213936652663,0.28538799441224383,0.3922268165219506,0.31959808230251335,0.332,STL,0.007122139366526614
24703,2024,Jonah Bride,28,0.29398179619350534,0.239747712003012,0.3473283333256032,0.29518686959597673,0.351,MIA,0.05701820380649464
24729,2024,Logan O'Hoppe,24,0.35875300147978695,0.30416259622895536,0.41315079393133203,0.30810021225925,0.311,LAA,0.04775300147978695
24770,2024,James Outman,27,0.32151287350671287,0.26598735641744164,0.3751682097883253,0.3151655832745359,0.242,LAD,0.07951287350671288
24934,2024,David Fry,28,0.3424468459651855,0.2883629243996037,0.3957156326623339,0.30543847528113194,0.347,CLE,0.004553154034814488
25111,2024,David Hensley,28,0.2966681004089855,0.24231808837936405,0.3500706847411611,0.2971739401684227,0.265,MIA,0.03166810040898549
25353,2024,Michael Stefanic,28,0.2614017453021963,0.20650628560724632,0.31544172078971683,0.30316115868787635,0.258,LAA,0.0034017453021962796
25479,2024,Brenton Doyle,26,0.33074891984792104,0.27623906946617827,0.3841353873631854,0.2937163441887446,0.328,COL,0.0027489198479210275
25543,2024,Korey Lee,25,0.21012021693190353,0.15468987905942697,0.2643576901820019,0.29667468829838584,0.257,CHW,0.04687978306809648
25660,2024,Will Brennan,26,0.2657877692724822,0.2103758419129804,0.3200232703657431,0.299782230500494,0.303,CLE,0.03721223072751778
25764,2024,Bobby Witt Jr.,24,0.35190771811313376,0.2980047858600891,0.40503943646864426,0.3161122729308884,0.41,KCR,0.058092281886866215
25768,2024,CJ Abrams,23,0.3024270244686276,0.24825038373946795,0.35544013827138915,0.30074821946031605,0.322,WSN,0.019572975531372383
25807,2024,Jared Triolo,26,0.32540784977038933,0.27077804059908767,0.37862119247611814,0.3098591343642281,0.275,PIT,0.05040784977038931
25816,2024,Shea Langeliers,26,0.3258738930913872,0.2716564593324656,0.37820708693523697,0.30034547673548384,0.315,OAK,0.010873893091387199
25845,2024,Michael Toglia,25,0.34059624662158533,0.2866115664968366,0.3943712111032615,0.29566404062263235,0.329,COL,0.011596246621585315
25878,2024,Corbin Carroll,23,0.33619664056128623,0.28128135949271005,0.3903774008151816,0.3258676139114439,0.325,ARI,0.01119664056128622
25931,2024,Michael Harris II,23,0.34986410762370573,0.2950020992758411,0.4030159292155361,0.3239581385908826,0.312,ATL,0.037864107623705734
25961,2024,Kerry Carpenter,26,0.34011858961287667,0.2866774819176173,0.39302767335770467,0.3158362293696309,0.39,DET,0.04988141038712335
25976,2024,Riley Greene,23,0.3508489069529921,0.2975483015423859,0.40401526456712167,0.3119354852936479,0.355,DET,0.004151093047007892
26031,2024,Vaughn Grissom,23,0.2657832042513272,0.2108192335788653,0.3190163379204838,0.3068299312375955,0.213,BOS,0.05278320425132718
26121,2024,Francisco Alvarez,22,0.3295533424352352,0.27472315739277764,0.3833189571942237,0.3055274366242672,0.31,NYM,0.01955334243523521
26123,2024,Brett Baty,24,0.28874365275824765,0.23356876234468946,0.34158293580386745,0.29638605644704386,0.282,NYM,0.006743652758247676
26149,2024,Dominic Fletcher,26,0.31078562997544856,0.25647024332389057,0.3642686370994031,0.306541361191302,0.227,CHW,0.08378562997544856
26197,2024,Andrew Vaughn,26,0.33610154760537087,0.28202845589171255,0.38887373879833487,0.3123970719315683,0.304,CHW,0.03210154760537087
26288,2024,Adley Rutschman,26,0.3278617743087574,0.27251506126776887,0.38122653344360125,0.32536009003288113,0.309,BAL,0.018861774308757406
26289,2024,Gunnar Henderson,23,0.3582561554602299,0.304624131522031,0.41216110220542723,0.3180811738957703,0.381,BAL,0.02274384453977013
26294,2024,Bryson Stott,26,0.31191608618537764,0.25721396715037403,0.3656767859427295,0.3069054727138484,0.296,PHI,0.015916086185377654
26299,2024,Josh Jung,26,0.36741492098476747,0.31242874803922616,0.4218571087413614,0.31077949420115236,0.311,TEX,0.05641492098476747
26319,2024,Michael Busch,26,0.2802929021845094,0.22584169737256943,0.3339986213906771,0.3010248327820783,0.336,CHC,0.0557070978154906
26323,2024,Spencer Steer,26,0.33694831249797913,0.28179672425838836,0.3906077759190457,0.3188606115841303,0.316,CIN,0.020948312497979127
26368,2024,J.J. Bleday,26,0.31100634120341997,0.2558190574329909,0.364507874883621,0.299169248280224,0.33,OAK,0.01899365879658005
26396,2024,Josh Smith,26,0.3412068977116361,0.2866033358048051,0.3950201459538729,0.29720144038043794,0.323,TEX,0.018206897711636083
26438,2024,Dominic Canzone,26,0.3409377238118561,0.28695989843909747,0.39354532052117946,0.3018568731441532,0.28,SEA,0.06093772381185608
26466,2024,Matt Wallner,26,0.35612718286203915,0.3018310955733957,0.40999464203308394,0.3150546765843305,0.385,MIN,0.02887281713796086
26467,2024,Luis Matos,22,0.2943175754589241,0.24014715909073675,0.34791714612874,0.302928842343677,0.25,SFG,0.04431757545892412
26517,2024,Noelvi Marte,22,0.3447107207001055,0.290160031190857,0.39848288137063714,0.30826263747903004,0.243,CIN,0.1017107207001055
26668,2024,Elly De La Cruz,22,0.3129860034356647,0.2594019874433428,0.36667863029476255,0.30442878081394176,0.349,CIN,0.03601399656433529
27465,2024,Spencer Torkelson,24,0.360729241046533,0.30586779954854004,0.4150360056071588,0.3061183752503577,0.295,DET,0.065729241046533
27467,2024,Tyler Soderstrom,22,0.2994329810296783,0.2452520944593825,0.35237827604711647,0.2968298294435078,0.322,OAK,0.022567018970321706
27475,2024,Jordan Walker,22,0.3350301190772083,0.28079747725438325,0.3881391541781747,0.3129589112613057,0.268,STL,0.0670301190772083
27478,2024,Patrick Bailey,25,0.31415667307156236,0.260151634154857,0.3672879711307923,0.3000244255955023,0.281,SFG,0.03315667307156234
27479,2024,Masyn Winn,22,0.27588851048961965,0.22136841837578206,0.32911402549635965,0.2964607578671141,0.315,STL,0.03911148951038035
27490,2024,Nick Gonzales,25,0.28748454015760444,0.23208624378812984,0.34171527929272,0.3014147792558144,0.307,PIT,0.019515459842395555
27506,2024,Ha-seong Kim,28,0.29811491446025823,0.24333013445032634,0.3516539688640196,0.3098065920799048,0.308,SDP,0.009885085539741767
